date,entry_bar,outcome,r_multiple,risk_pips,retrace_pct
2021-12-27,362932,WIN,5.455,2.2,40.9
2022-01-07,375725,LOSS,-1.0,1.8,133.3
2022-01-07,375736,LOSS,-1.0,2.1,104.8
2022-01-07,375765,LOSS,-1.0,2.8,110.7
2022-01-07,375784,LOSS,-1.0,2.1,138.1
2022-01-07,375791,LOSS,-1.0,2.6,138.5
2022-01-07,375809,LOSS,-1.0,3.1,112.9
2022-01-07,375838,LOSS,-1.0,3.1,112.9
2022-01-07,375857,LOSS,-1.0,3.0,130.0
2022-01-07,375891,WIN,5.05,4.0,52.5
2022-01-11,378590,LOSS,-1.0,6.5,160.0
2022-01-11,378629,LOSS,-1.0,6.2,114.5
2022-01-11,378640,LOSS,-1.0,2.7,103.7
2022-01-11,378675,LOSS,-1.0,3.4,100.0
2022-01-11,378700,WIN,6.44,2.5,68.0
2022-01-17,384320,LOSS,-1.0,3.0,113.3
2022-01-17,384327,LOSS,-1.0,3.2,109.4
2022-01-17,384391,WIN,12.2,2.5,96.0
2022-02-10,410127,LOSS,-1.0,2.8,142.9
2022-02-10,410143,LOSS,-1.0,3.4,102.9
2022-02-10,410193,LOSS,-1.0,4.2,140.5
2022-02-10,410206,LOSS,-1.0,3.2,121.9
2022-02-10,410214,WIN,4.345,5.5,90.9
2022-02-18,418700,LOSS,-1.0,1.4,107.1
2022-02-18,418722,LOSS,-1.0,2.2,104.5
2022-02-18,418761,LOSS,-1.0,2.2,113.6
2022-02-18,418764,LOSS,-1.0,1.1,145.5
2022-02-18,418770,LOSS,-1.0,4.7,104.3
2022-02-18,418783,WIN,1.63,7.3,98.6
2022-02-21,420125,LOSS,-1.0,3.0,106.7
2022-02-21,420133,LOSS,-1.0,3.1,129.0
2022-02-21,420152,LOSS,-1.0,5.4,101.9
2022-02-21,420164,LOSS,-1.0,3.5,117.1
2022-02-21,420182,LOSS,-1.0,3.7,327.0
2022-02-21,420190,WIN,3.929,12.7,22.8
2022-03-01,428759,LOSS,-1.0,2.3,108.7
2022-03-01,428777,LOSS,-1.0,4.4,125.0
2022-03-01,428789,LOSS,-1.0,8.3,112.0
2022-03-01,428865,LOSS,-1.0,4.5,140.0
2022-03-01,428870,WIN,5.818,5.5,32.7
2022-03-07,434492,WIN,8.0,8.5,31.8
2022-04-13,473168,LOSS,-1.0,3.8,171.1
2022-04-13,473502,WIN,6.06,5.0,34.0
2022-04-14,474618,LOSS,-1.0,3.2,109.4
2022-04-14,474646,LOSS,-1.0,2.8,128.6
2022-04-14,474654,WIN,11.8,3.0,53.3
2022-04-22,483234,WIN,6.923,2.6,46.2
2022-05-11,501858,LOSS,-1.0,5.7,100.0
2022-05-11,501865,LOSS,-1.0,7.4,124.3
2022-05-11,501883,LOSS,-1.0,7.3,121.9
2022-05-11,501936,LOSS,-1.0,6.4,150.0
2022-05-11,501985,LOSS,-1.0,6.6,116.7
2022-05-11,501993,LOSS,-1.0,1.6,206.3
2022-05-11,501998,LOSS,-1.0,6.7,126.9
2022-05-11,502031,LOSS,-1.0,10.1,109.9
2022-05-11,502046,LOSS,-1.0,3.8,102.6
2022-05-11,502049,WIN,6.388,6.7,11.9
2022-05-13,504734,LOSS,-1.0,7.1,119.7
2022-05-13,504782,LOSS,-1.0,7.1,105.6
2022-05-13,504796,LOSS,-1.0,1.8,161.1
2022-05-13,504820,LOSS,-1.0,10.6,103.8
2022-05-13,504845,WIN,6.169,6.5,96.9
2022-05-20,511877,WIN,3.565,8.5,76.5
2022-06-06,527671,LOSS,-1.0,5.8,119.0
2022-06-06,527708,LOSS,-1.0,3.3,130.3
2022-06-06,527742,LOSS,-1.0,5.9,106.8
2022-06-06,527769,LOSS,-1.0,4.1,100.0
2022-06-06,527818,WIN,5.883,6.0,68.3
2022-06-10,533455,LOSS,-1.0,4.0,112.5
2022-06-10,533461,LOSS,-1.0,4.5,113.3
2022-06-10,533477,WIN,5.575,4.0,67.5
2022-06-15,537714,LOSS,-1.0,8.5,103.5
2022-06-15,537772,LOSS,-1.0,6.5,127.7
2022-06-15,537788,LOSS,-1.0,6.8,104.4
2022-06-15,537811,LOSS,-1.0,7.1,149.3
2022-06-15,537851,LOSS,-1.0,7.2,127.8
2022-06-15,537868,LOSS,-1.0,5.9,110.2
2022-06-15,537917,WIN,18.091,3.3,97.0
2022-06-28,550611,WIN,2.768,9.5,13.7
2022-07-05,557759,LOSS,-1.0,5.2,128.8
2022-07-05,557793,WIN,1.2,7.5,18.7
2022-07-07,560612,LOSS,-1.0,3.1,100.0
2022-07-07,560634,LOSS,-1.0,3.8,100.0
2022-07-07,560643,WIN,7.204,4.9,38.8
2022-07-13,566332,LOSS,-1.0,4.2,104.8
2022-07-13,566341,LOSS,-1.0,8.6,105.8
2022-07-13,566377,LOSS,-1.0,2.9,106.9
2022-07-13,566384,LOSS,-1.0,2.7,525.9
2022-07-13,566404,WIN,0.409,21.5,7.0
2022-07-21,574958,WIN,10.348,4.6,87.0
2022-07-25,577904,LOSS,-1.0,4.7,106.4
2022-07-25,577908,WIN,1.904,8.3,65.1
2022-07-28,582127,LOSS,-1.0,3.8,186.8
2022-07-28,582156,WIN,3.39,12.3,29.3
2022-07-29,583583,LOSS,-1.0,4.3,100.0
2022-07-29,583621,WIN,8.446,6.5,21.5
2022-08-19,605206,WIN,10.174,2.3,56.5
2022-08-25,610850,LOSS,-1.0,4.9,124.5
2022-08-25,610884,WIN,3.896,14.4,68.8
2022-09-07,623831,LOSS,-1.0,5.4,196.3
2022-09-07,623897,LOSS,-1.0,7.1,114.1
2022-09-07,623899,LOSS,-1.0,2.2,372.7
2022-09-07,623905,WIN,5.333,8.4,60.7
2022-09-08,625233,WIN,3.89,7.3,57.5
2022-09-13,629538,LOSS,-1.0,4.6,102.2
2022-09-13,629557,LOSS,-1.0,4.1,163.4
2022-09-13,629587,LOSS,-1.0,4.2,161.9
2022-09-13,629609,LOSS,-1.0,3.8,107.9
2022-09-13,629647,LOSS,-1.0,7.4,105.4
2022-09-13,629691,LOSS,-1.0,6.9,118.8
2022-09-13,629697,LOSS,-1.0,8.5,101.2
2022-09-13,629743,LOSS,-1.0,2.3,147.8
2022-09-13,629761,LOSS,-1.0,2.4,100.0
2022-09-13,629776,LOSS,-1.0,3.9,135.9
2022-09-13,629808,LOSS,-1.0,4.0,105.0
2022-09-13,629821,LOSS,-1.0,4.5,111.1
2022-09-13,629836,LOSS,-1.0,5.4,138.9
2022-09-13,629853,WIN,9.695,5.9,50.8
2022-09-27,643873,LOSS,-1.0,3.6,144.4
2022-09-27,643888,WIN,7.75,5.6,98.2
2022-10-05,652525,WIN,2.245,10.2,58.8
2022-10-12,659650,LOSS,-1.0,4.9,106.1
2022-10-12,659668,LOSS,-1.0,9.7,137.1
2022-10-12,659683,WIN,9.255,4.7,89.4
2022-11-01,679772,LOSS,-1.0,8.8,102.3
2022-11-01,679823,LOSS,-1.0,1.5,353.3
2022-11-01,679844,LOSS,-1.0,4.8,102.1
2022-11-01,680090,LOSS,-1.0,4.2,123.8
2022-11-01,680102,LOSS,-1.0,4.1,100.0
2022-11-01,680138,WIN,8.433,6.7,89.6
2022-11-23,702712,LOSS,-1.0,8.5,130.6
2022-11-23,702752,WIN,3.364,11.0,36.4
2022-11-30,709981,LOSS,-1.0,3.5,185.7
2022-11-30,709994,LOSS,-1.0,5.0,324.0
2022-11-30,710251,LOSS,-1.0,12.9,115.5
2022-11-30,710304,LOSS,-1.0,7.9,191.1
2022-11-30,710328,WIN,2.699,17.3,36.4
2022-12-01,711303,LOSS,-1.0,6.1,116.4
2022-12-01,711330,WIN,1.801,16.1,11.8
2022-12-02,712741,LOSS,-1.0,8.2,102.4
2022-12-02,712753,LOSS,-1.0,9.0,117.8
2022-12-02,712787,LOSS,-1.0,8.1,118.5
2022-12-02,712847,LOSS,-1.0,0.8,287.5
2022-12-02,712851,LOSS,-1.0,5.2,121.2
2022-12-02,713091,LOSS,-1.0,5.9,108.5
2022-12-02,713108,LOSS,-1.0,4.4,111.4
2022-12-02,713116,LOSS,-1.0,5.7,105.3
2022-12-02,713128,WIN,0.0,62.6,4.2
2022-12-08,718504,LOSS,-1.0,4.7,125.5
2022-12-08,718531,WIN,5.925,5.3,47.2
2022-12-09,719937,WIN,1.595,11.1,9.9
2022-12-13,722804,LOSS,-1.0,3.8,139.5
2022-12-13,722827,LOSS,-1.0,0.8,450.0
2022-12-13,722842,LOSS,-1.0,5.7,136.8
2022-12-13,722859,WIN,1.706,10.9,51.4
2022-12-19,728535,LOSS,-1.0,3.2,187.5
2022-12-19,728547,LOSS,-1.0,4.4,215.9
2022-12-19,728618,LOSS,-1.0,5.4,114.8
2022-12-19,728666,LOSS,-1.0,6.1,132.8
2022-12-19,728684,WIN,5.109,10.1,35.6
2022-12-21,731440,LOSS,-1.0,5.2,109.6
2022-12-21,731460,LOSS,-1.0,4.5,117.8
2022-12-21,731469,LOSS,-1.0,5.6,116.1
2022-12-21,731488,WIN,1.047,15.0,94.7
2022-12-22,732852,LOSS,-1.0,4.1,173.2
2022-12-22,732930,LOSS,-1.0,6.2,135.5
2022-12-22,733030,LOSS,-1.0,5.8,108.6
2022-12-22,733063,WIN,6.477,4.4,25.0
2022-12-27,737055,LOSS,-1.0,4.0,100.0
2022-12-27,737262,WIN,5.182,5.5,89.1
2022-12-28,738505,LOSS,-1.0,1.0,270.0
2022-12-28,738515,LOSS,-1.0,4.7,100.0
2022-12-28,738840,LOSS,-1.0,3.4,100.0
2022-12-28,738934,LOSS,-1.0,4.4,106.8
2022-12-28,738955,WIN,5.397,6.8,20.6
2023-01-10,751422,LOSS,-1.0,3.2,265.6
2023-01-10,751429,LOSS,-1.0,4.7,102.1
2023-01-10,751438,LOSS,-1.0,4.7,121.3
2023-01-10,751489,WIN,3.75,6.4,42.2
2023-01-11,752776,LOSS,-1.0,7.3,104.1
2023-01-11,752792,WIN,4.129,6.2,67.7
2023-01-13,755708,LOSS,-1.0,15.1,108.6
2023-01-13,755735,LOSS,-1.0,1.9,205.3
2023-01-13,755745,WIN,2.533,9.2,55.4
2023-01-17,758566,LOSS,-1.0,5.1,105.9
2023-01-17,758598,LOSS,-1.0,10.7,154.2
2023-01-17,758825,LOSS,-1.0,3.0,293.3
2023-01-17,758852,LOSS,-1.0,5.2,169.2
2023-01-17,758895,LOSS,-1.0,8.8,143.2
2023-01-17,758925,LOSS,-1.0,5.4,109.3
2023-01-17,758943,WIN,5.945,9.1,78.0
2023-01-23,764245,WIN,1.292,20.2,68.3
2023-01-24,765665,LOSS,-1.0,6.3,127.0
2023-01-24,765691,LOSS,-1.0,3.2,121.9
2023-01-24,765705,WIN,3.982,5.5,83.6
2023-02-03,777058,WIN,3.541,3.7,86.5
2023-02-08,781380,LOSS,-1.0,5.6,114.3
2023-02-08,781408,LOSS,-1.0,12.1,109.1
2023-02-08,781491,WIN,8.024,4.1,56.1
2023-02-10,784247,LOSS,-1.0,10.0,103.0
2023-02-10,784271,LOSS,-1.0,5.5,129.1
2023-02-10,784280,LOSS,-1.0,1.5,246.7
2023-02-10,784291,WIN,5.16,5.0,36.0
2023-02-14,787092,LOSS,-1.0,7.1,126.8
2023-02-14,787211,LOSS,-1.0,5.1,109.8
2023-02-14,787227,LOSS,-1.0,7.7,102.6
2023-02-14,787241,LOSS,-1.0,4.2,126.2
2023-02-14,787248,LOSS,-1.0,4.8,145.8
2023-02-14,787262,LOSS,-1.0,2.5,116.0
2023-02-14,787279,LOSS,-1.0,3.6,147.2
2023-02-14,787346,LOSS,-1.0,2.1,100.0
2023-02-14,787352,LOSS,-1.0,4.4,125.0
2023-02-14,787369,LOSS,-1.0,1.7,117.6
2023-02-14,787380,LOSS,-1.0,4.4,104.5
2023-02-14,787440,LOSS,-1.0,4.0,125.0
2023-02-14,787451,WIN,5.046,6.5,92.3
2023-02-16,790047,WIN,4.448,5.8,34.5
2023-02-20,792790,LOSS,-1.0,4.1,131.7
2023-02-20,792812,LOSS,-1.0,3.1,129.0
2023-02-20,792837,LOSS,-1.0,6.5,101.5
2023-02-20,792854,LOSS,-1.0,5.1,107.8
2023-02-20,792898,LOSS,-1.0,3.3,106.1
2023-02-20,792938,LOSS,-1.0,7.2,106.9
2023-02-20,792970,LOSS,-1.0,6.3,101.6
2023-02-20,793007,WIN,3.161,3.1,64.5
2023-03-03,801929,LOSS,-1.0,3.8,110.5
2023-03-03,801951,LOSS,-1.0,2.2,136.4
2023-03-03,801969,LOSS,-1.0,0.8,112.5
2023-03-03,801973,LOSS,-1.0,4.9,110.2
2023-03-03,801990,LOSS,-1.0,2.8,121.4
2023-03-03,802003,WIN,5.028,3.6,30.6
2023-03-06,802925,LOSS,-1.0,1.8,183.3
2023-03-06,802930,LOSS,-1.0,4.8,102.1
2023-03-06,802943,LOSS,-1.0,6.3,106.3
2023-03-06,802992,WIN,3.256,7.8,62.8
2023-03-13,807993,WIN,5.447,11.4,30.7
2023-03-16,810977,LOSS,-1.0,9.2,131.5
2023-03-16,810993,LOSS,-1.0,3.2,181.2
2023-03-16,811018,LOSS,-1.0,1.8,138.9
2023-03-16,811026,WIN,5.643,7.0,45.7
2023-03-17,811980,LOSS,-1.0,9.0,106.7
2023-03-17,812040,WIN,7.03,6.7,32.8
2023-03-30,821049,LOSS,-1.0,6.4,115.6
2023-03-30,821099,LOSS,-1.0,1.9,136.8
2023-03-30,821130,LOSS,-1.0,2.5,196.0
2023-03-30,821145,LOSS,-1.0,5.0,140.0
2023-03-30,821156,LOSS,-1.0,2.2,109.1
2023-03-30,821170,LOSS,-1.0,4.4,225.0
2023-03-30,821177,LOSS,-1.0,7.7,127.3
2023-03-30,821207,LOSS,-1.0,7.7,114.3
2023-03-30,821294,LOSS,-1.0,6.6,590.9
2023-03-30,821347,LOSS,-1.0,6.9,100.0
2023-03-30,821351,LOSS,-1.0,9.3,116.1
2023-03-30,821376,OPEN,0.0,3.8,86.8
2023-04-14,831814,WIN,2.75,7.2,38.9
2023-04-20,835900,LOSS,-1.0,7.1,118.3
2023-04-20,836030,LOSS,-1.0,2.9,182.8
2023-04-20,836066,LOSS,-1.0,6.6,124.2
2023-04-20,836129,LOSS,-1.0,2.8,103.6
2023-04-20,836157,WIN,5.944,3.6,50.0
2023-04-27,840971,LOSS,-1.0,3.0,100.0
2023-04-27,840982,LOSS,-1.0,3.6,113.9
2023-04-27,841004,LOSS,-1.0,8.0,112.5
2023-04-27,841022,WIN,1.152,10.5,79.0
2023-05-02,844003,LOSS,-1.0,3.8,105.3
2023-05-02,844016,WIN,3.823,7.9,73.4
2023-05-05,847035,WIN,4.167,5.4,33.3
2023-05-08,848013,LOSS,-1.0,3.4,102.9
2023-05-08,848037,LOSS,-1.0,4.2,109.5
2023-05-08,848053,LOSS,-1.0,2.5,100.0
2023-05-08,848064,LOSS,-1.0,2.0,110.0
2023-05-08,848120,LOSS,-1.0,8.3,100.0
2023-05-08,848168,WIN,2.608,10.2,65.7
2023-05-09,849047,LOSS,-1.0,1.9,136.8
2023-05-09,849051,LOSS,-1.0,3.0,100.0
2023-05-09,849090,WIN,0.315,8.9,20.2
2023-05-24,860274,LOSS,-1.0,3.0,100.0
2023-05-24,860295,LOSS,-1.0,2.1,100.0
2023-05-24,860397,LOSS,-1.0,1.2,116.7
2023-05-24,860410,WIN,3.133,4.5,75.6
2023-05-26,862387,LOSS,-1.0,4.2,116.7
2023-05-26,862421,LOSS,-1.0,5.9,103.4
2023-05-26,862596,LOSS,-1.0,2.8,367.9
2023-05-26,862608,LOSS,-1.0,2.6,161.5
2023-05-26,862631,WIN,1.335,16.4,29.3
2023-05-29,863271,LOSS,-1.0,3.4,111.8
2023-05-29,863301,WIN,11.333,2.1,76.2
2023-06-02,867323,WIN,5.355,3.1,74.2
2023-06-06,869409,LOSS,-1.0,3.8,152.6
2023-06-06,869439,WIN,2.75,5.6,69.6
2023-06-08,871423,LOSS,-1.0,2.6,107.7
2023-06-08,871465,WIN,2.522,4.6,19.6
2023-06-16,877489,WIN,4.294,5.1,19.6
2023-06-20,879432,LOSS,-1.0,3.6,108.3
2023-06-20,879444,LOSS,-1.0,3.8,113.2
2023-06-20,879501,LOSS,-1.0,4.5,102.2
2023-06-20,879513,LOSS,-1.0,5.1,103.9
2023-06-20,879525,WIN,3.437,8.0,41.2
2023-06-26,883412,WIN,1.2,5.5,25.5
2023-07-07,892494,WIN,2.377,5.3,18.9
2023-07-11,894536,WIN,1.742,9.3,57.0
2023-07-17,898516,LOSS,-1.0,7.7,102.6
2023-07-17,898567,LOSS,-1.0,8.4,134.5
2023-07-17,898589,LOSS,-1.0,5.1,105.9
2023-07-17,898604,LOSS,-1.0,4.8,102.1
2023-07-17,898650,LOSS,-1.0,3.8,121.1
2023-07-17,898672,WIN,13.125,2.4,87.5
2023-07-21,902592,LOSS,-1.0,3.9,125.6
2023-07-21,902601,LOSS,-1.0,3.0,116.7
2023-07-21,902614,LOSS,-1.0,2.0,120.0
